Level,Hierarchical structure,Code,Parent,Class title,Class definition
4,Subclass (Field),RDF3010701,RDF30107,"Bone, skin and cartilage science","This subclass comprises research and experimental development in bone, skin and cartilage science."
4,Subclass (Field),RDF3010702,RDF30107,Musculoskeletal biology and physiology,This subclass comprises research and experimental development in musculoskeletal biology and physiology.
4,Subclass (Field),RDF3010703,RDF30107,Human biomechanics,This subclass comprises research and experimental development in human biomechanics.
4,Subclass (Field),RDF3010704,RDF30107,Exercise physiology,This subclass comprises research and experimental development in exercise physiology.
4,Subclass (Field),RDF3010705,RDF30107,Sensorimotor control,This subclass comprises research and experimental development in sensorimotor control.
4,Subclass (Field),RDF3010706,RDF30107,"Balance, gait, and locomotion","This subclass comprises research and experimental development in balance, gait, and locomotion."
4,Subclass (Field),RDF3010799,RDF30107,"Other musculoskeletal health and human movement, n.e.c.","This subclass comprises research and experimental development in other musculoskeletal health and human movement, n.e.c."
3,Class,RDF30199,RDF301,Other basic medicine and life sciences,This class comprises research and experimental development in other basic medicine and life sciences.
4,Subclass (Field),RDF3019999,RDF30199,Other basic medicine and life sciences,"This subclass comprises research and experimental development in other basic medicine and life sciences, n.e.c."
2,Group,RDF302,RDF30,Clinical medicine,This group comprises research and experimental development in clinical medicine and other clinical sciences.
3,Class,RDF30201,RDF302,Cardiorespiratory medicine and hematology,This class comprises research and experimental development in cardiorespiratory medicine and hematology.
4,Subclass (Field),RDF3020101,RDF30201,Cardiology and circulatory sciences (including cardiovascular disease),This subclass comprises research and experimental development in cardiology and circulatory sciences (including cardiovascular disease).
4,Subclass (Field),RDF3020102,RDF30201,Hematology,This subclass comprises research and experimental development in hematology.
4,Subclass (Field),RDF3020103,RDF30201,Respiratory diseases,This subclass comprises research and experimental development in respiratory diseases.
4,Subclass (Field),RDF3020104,RDF30201,Cerebrovascular sciences (including stroke),This subclass comprises research and experimental development in cerebrovascular sciences (including stroke).
4,Subclass (Field),RDF3020105,RDF30201,Respiratory sciences,This subclass comprises research and experimental development in respiratory sciences.
4,Subclass (Field),RDF3020106,RDF30201,Respiratory system pathologies and clinical interventions,This subclass comprises research and experimental development in respiratory system pathologies and clinical interventions.
4,Subclass (Field),RDF3020107,RDF30201,Vascular and endothelial biology,This subclass comprises research and experimental development in vascular and endothelial biology.
4,Subclass (Field),RDF3020199,RDF30201,"Cardiorespiratory medicine and hematology, n.e.c.","This subclass comprises research and experimental development in cardiorespiratory medicine and hematology, n.e.c."
3,Class,RDF30202,RDF302,Clinical sciences,This class comprises research and experimental development in clinical sciences.
4,Subclass (Field),RDF3020201,RDF30202,Anesthesiology,This subclass comprises research and experimental development in anesthesiology.
4,Subclass (Field),RDF3020202,RDF30202,Clinical microbiology,This subclass comprises research and experimental development in clinical microbiology.
4,Subclass (Field),RDF3020203,RDF30202,Dermatology,This subclass comprises research and experimental development in dermatology.
4,Subclass (Field),RDF3020204,RDF30202,Sexually transmitted diseases and infections,This subclass comprises research and experimental development in sexually transmitted diseases and infections.
4,Subclass (Field),RDF3020205,RDF30202,Critical care medicine and emergency medicine,This subclass comprises research and experimental development in critical care medicine and emergency medicine.
4,Subclass (Field),RDF3020206,RDF30202,Human endocrinology (except diabetes and obesity),This subclass comprises research and experimental development in human endocrinology (except diabetes and obesity).
4,Subclass (Field),RDF3020207,RDF30202,Human metabolism and diseases (except diabetes and obesity),This subclass comprises research and experimental development in human metabolism and diseases (except diabetes and obesity).
4,Subclass (Field),RDF3020208,RDF30202,Clinical sciences on diabetes,This subclass comprises research and experimental development in clinical sciences on diabetes.
4,Subclass (Field),RDF3020209,RDF30202,Clinical sciences on obesity,This subclass comprises research and experimental development in clinical sciences on obesity.
4,Subclass (Field),RDF3020210,RDF30202,Gastroenterology,This subclass comprises research and experimental development in gastroenterology.
4,Subclass (Field),RDF3020211,RDF30202,Hepatology,This subclass comprises research and experimental development in hepatology.
4,Subclass (Field),RDF3020212,RDF30202,Geriatrics and gerontology,This subclass comprises research and experimental development in geriatrics and gerontology.
4,Subclass (Field),RDF3020213,RDF30202,Infectious diseases,This subclass comprises research and experimental development in infectious diseases.
4,Subclass (Field),RDF3020214,RDF30202,Clinical genetics (except cancer genetics),This subclass comprises research and experimental development in clinical genetics (except cancer genetics).
4,Subclass (Field),RDF3020215,RDF30202,Nephrology,This subclass comprises research and experimental development in nephrology.
4,Subclass (Field),RDF3020216,RDF30202,Urology,This subclass comprises research and experimental development in urology.
4,Subclass (Field),RDF3020217,RDF30202,Clinical and translational cardiovascular sciences,This subclass comprises research and experimental development in clinical and translational cardiovascular sciences.
4,Subclass (Field),RDF3020218,RDF30202,"Radiology, nuclear medicine and medical imaging","This subclass comprises research and experimental development in radiology, nuclear medicine and medical imaging."
4,Subclass (Field),RDF3020219,RDF30202,Orthopedics,This subclass comprises research and experimental development in orthopedics.
4,Subclass (Field),RDF3020220,RDF30202,Otorhinolaryngology,This subclass comprises research and experimental development in otorhinolaryngology.
4,Subclass (Field),RDF3020221,RDF30202,Pathology (except oral pathology),This subclass comprises research and experimental development in pathology (except oral pathology).
4,Subclass (Field),RDF3020222,RDF30202,Podiatry,This subclass comprises research and experimental development in podiatry.
4,Subclass (Field),RDF3020223,RDF30202,Psychiatry (including psychotherapy),This subclass comprises research and experimental development in psychiatry (including psychotherapy).
4,Subclass (Field),RDF3020224,RDF30202,Rheumatology,This subclass comprises research and experimental development in rheumatology.
4,Subclass (Field),RDF3020225,RDF30202,Surgery,This subclass comprises research and experimental development in surgery.
4,Subclass (Field),RDF3020226,RDF30202,Clinical oncology,This subclass comprises research and experimental development in clinical oncology.
4,Subclass (Field),RDF3020227,RDF30202,Neurology,This subclass comprises research and experimental development in neurology.
4,Subclass (Field),RDF3020228,RDF30202,Ophthalmology,This subclass comprises research and experimental development in ophthalmology.
4,Subclass (Field),RDF3020229,RDF30202,Rare diseases,This subclass comprises research and experimental development in rare diseases.
4,Subclass (Field),RDF3020230,RDF30202,Clinical sexology,This subclass comprises research and experimental development in clinical sexology.
4,Subclass (Field),RDF3020231,RDF30202,"Translational and clinical pharmacology, and therapeutics",This subclass comprises research and experimental development in translational and clinical pharmacology and therapeutics.
4,Subclass (Field),RDF3020232,RDF30202,Clinical pharmacy and pharmacy practice,This subclass comprises research and experimental development in clinical pharmacy and pharmacy practice.
4,Subclass (Field),RDF3020233,RDF30202,Clinical toxicology,This subclass comprises research and experimental development in clinical toxicology.
4,Subclass (Field),RDF3020234,RDF30202,Clinical chemistry,This subclass comprises research and experimental development in clinical chemistry.
4,Subclass (Field),RDF3020299,RDF30202,"Clinical sciences, n.e.c.","This subclass comprises research and experimental development in clinical sciences, n.e.c."
3,Class,RDF30203,RDF302,Complementary and alternative medicine,This class comprises research and experimental development in complementary and alternative medicine.
4,Subclass (Field),RDF3020301,RDF30203,Chiropractic,This subclass comprises research and experimental development in chiropractic.
4,Subclass (Field),RDF3020302,RDF30203,Naturopathy,This subclass comprises research and experimental development in naturopathy.
4,Subclass (Field),RDF3020303,RDF30203,Traditional Indigenous medicine and treatments,This subclass comprises research and experimental development in traditional Indigenous medicine and treatments.
4,Subclass (Field),RDF3020304,RDF30203,Traditional Chinese medicine and treatments,This subclass comprises research and experimental development in traditional Chinese medicine and treatments.
4,Subclass (Field),RDF3020399,RDF30203,"Complementary and alternative medicine, n.e.c.","This subclass comprises research and experimental development in complementary and alternative medicine, n.e.c."
3,Class,RDF30204,RDF302,Dentistry and oral health,This class comprises research and experimental development in dentistry and oral health.
4,Subclass (Field),RDF3020401,RDF30204,Dental materials and equipment,This subclass comprises research and experimental development in dental materials and equipment.
4,Subclass (Field),RDF3020402,RDF30204,"Dental therapeutics, pharmacology and toxicology","This subclass comprises research and experimental development in dental therapeutics, pharmacology and toxicology."
4,Subclass (Field),RDF3020403,RDF30204,Endodontics,This subclass comprises research and experimental development in endodontics.
4,Subclass (Field),RDF3020404,RDF30204,Oral and maxillofacial surgery,This subclass comprises research and experimental development in oral and maxillofacial surgery.
4,Subclass (Field),RDF3020405,RDF30204,Oral medicine and pathology,This subclass comprises research and experimental development in oral medicine and pathology.
4,Subclass (Field),RDF3020406,RDF30204,Orthodontics and dentofacial orthopedics,This subclass comprises research and experimental development in orthodontics and dentofacial orthopedics.
4,Subclass (Field),RDF3020407,RDF30204,Pedodontics,This subclass comprises research and experimental development in pedodontics.
4,Subclass (Field),RDF3020408,RDF30204,Periodontics,This subclass comprises research and experimental development in periodontics.
4,Subclass (Field),RDF3020409,RDF30204,Special needs dentistry,This subclass comprises research and experimental development in special needs dentistry.
4,Subclass (Field),RDF3020499,RDF30204,"Dentistry and oral health, n.e.c.","This subclass comprises research and experimental development in dentistry and oral health, n.e.c."
3,Class,RDF30205,RDF302,Pediatrics and reproductive medicine,This class comprises research and experimental development in pediatrics and reproductive medicine.
4,Subclass (Field),RDF3020501,RDF30205,Fetal development and medicine,This subclass comprises research and experimental development in fetal development and medicine.
4,Subclass (Field),RDF3020502,RDF30205,Obstetrics and gynecology,This subclass comprises research and experimental development in obstetrics and gynecology.
4,Subclass (Field),RDF3020503,RDF30205,Pediatrics,This subclass comprises research and experimental development in pediatrics.
4,Subclass (Field),RDF3020504,RDF30205,Human reproduction and development sciences,This subclass comprises research and experimental development in human reproduction and development sciences.
4,Subclass (Field),RDF3020505,RDF30205,Neonatology,This subclass comprises research and experimental development in neonatology.
4,Subclass (Field),RDF3020506,RDF30205,Embryology,This subclass comprises research and experimental development in embryology.
4,Subclass (Field),RDF3020507,RDF30205,Fertility and maternal health,This subclass comprises research and experimental development in fertility and maternal health.
4,Subclass (Field),RDF3020508,RDF30205,Assisted reproductive technologies,This subclass comprises research and experimental development in assisted reproductive technologies.
4,Subclass (Field),RDF3020599,RDF30205,"Pediatrics and reproductive medicine, n.e.c.","This subclass comprises research and experimental development in pediatrics and reproductive medicine, n.e.c."
3,Class,RDF30299,RDF302,Other clinical medicine,This class comprises research and experimental development in other clinical medicine.
4,Subclass (Field),RDF3029999,RDF30299,Other clinical medicine,"This subclass comprises research and experimental development in other clinical medicine, n.e.c."
2,Group,RDF303,RDF30,Health sciences,This group comprises research and experimental development in health sciences.
3,Class,RDF30301,RDF303,Human nutrition and dietetics,This class comprises research and experimental development in human nutrition and dietetics.
4,Subclass (Field),RDF3030101,RDF30301,Clinical nutrition,This subclass comprises research and experimental development in clinical nutrition.
4,Subclass (Field),RDF3030102,RDF30301,Sports nutrition,This subclass comprises research and experimental development in sports nutrition.
4,Subclass (Field),RDF3030103,RDF30301,Dietetics and nutrigenomics,This subclass comprises research and experimental development in dietetics and nutrigenomics.
4,Subclass (Field),RDF3030104,RDF30301,Nutritional physiology,This subclass comprises research and experimental development in nutritional physiology.
4,Subclass (Field),RDF3030105,RDF30301,Public health nutrition policy,This subclass comprises research and experimental development in Public health nutrition policy.
4,Subclass (Field),RDF3030106,RDF30301,Human nutrition and metabolism,This subclass comprises research and experimental development in human nutrition and metabolism.
4,Subclass (Field),RDF3030199,RDF30301,"Human nutrition and dietetics, n.e.c.","This subclass comprises research and experimental development in human nutrition and dietetics, n.e.c."
3,Class,RDF30302,RDF303,Public and population health,This class comprises research and experimental development in public and population health.
4,Subclass (Field),RDF3030201,RDF30302,Indigenous health,This subclass comprises research and experimental development in indigenous health.
4,Subclass (Field),RDF3030202,RDF30302,Population health interventions,This subclass comprises research and experimental development in population health interventions.
4,Subclass (Field),RDF3030203,RDF30302,"Environmental, developmental and social factors of youth health","This subclass comprises research and experimental development in environmental, developmental and social factors of youth health."
4,Subclass (Field),RDF3030204,RDF30302,"Prevention, treatment and support of youth health","This subclass comprises research and experimental development in prevention, treatment and support of youth health."
4,Subclass (Field),RDF3030205,RDF30302,"Psychosocial, sociocultural and behavioural determinants of health","This subclass comprises research and experimental development in psychosocial, sociocultural and behavioural determinants of health."
4,Subclass (Field),RDF3030206,RDF30302,Environmental determinants of health (including environment-gene interactions),This subclass comprises research and experimental development in environmental determinants of health (including environment-gene interactions).
4,Subclass (Field),RDF3030207,RDF30302,"Ethical, legal, and social issues in health, health systems and health research","This subclass comprises research and experimental development in ethical, legal, and social issues in health, health systems and health research."
4,Subclass (Field),RDF3030208,RDF30302,Aging process,This subclass comprises research and experimental development in aging process.
4,Subclass (Field),RDF3030209,RDF30302,Social and biological determinants of aging,This subclass comprises research and experimental development in social and biological determinants of aging.
4,Subclass (Field),RDF3030210,RDF30302,Environmental and occupational health and safety,This subclass comprises research and experimental development in environmental and occupational health and safety.
4,Subclass (Field),RDF3030211,RDF30302,Epidemiology (except nutritional and veterinary epidemiology),This subclass comprises research and experimental development in epidemiology (except nutritional and veterinary epidemiology).
4,Subclass (Field),RDF3030212,RDF30302,Health promotion and disease prevention,This subclass comprises research and experimental development in health promotion and disease prevention.
4,Subclass (Field),RDF3030213,RDF30302,Food security,This subclass comprises research and experimental development in food security.
4,Subclass (Field),RDF3030214,RDF30302,Health equity,This subclass comprises research and experimental development in health equity.
4,Subclass (Field),RDF3030215,RDF30302,Sex and gender-based analysis,This subclass comprises research and experimental development in sex and gender-based analysis.
4,Subclass (Field),RDF3030216,RDF30302,Gender and health relationship,This subclass comprises research and experimental development in gender and health relationship.
4,Subclass (Field),RDF3030217,RDF30302,Global health,This subclass comprises research and experimental development in global health.
4,Subclass (Field),RDF3030218,RDF30302,Health and gender based violence,This subclass comprises research and experimental development in health and gender based violence.
4,Subclass (Field),RDF3030219,RDF30302,Military and veterans' health,This subclass comprises research and experimental development in military and veterans' health.
4,Subclass (Field),RDF3030220,RDF30302,Etiology of disease and conditions,This subclass comprises research and experimental development in etiology of disease and conditions.
4,Subclass (Field),RDF3030221,RDF30302,Nutritional epidemiology,This subclass comprises research and experimental development in nutritional epidemiology.
4,Subclass (Field),RDF3030222,RDF30302,One Health approach,This subclass comprises research and experimental development in one Health approach.
4,Subclass (Field),RDF3030299,RDF30302,"Public and population health, n.e.c.","This subclass comprises research and experimental development in public and population health, n.e.c."
3,Class,RDF30303,RDF303,Rehabilitation medicine,This class comprises research and experimental development in rehabilitation medicine.
4,Subclass (Field),RDF3030301,RDF30303,Kinesiology,This subclass comprises research and experimental development in kinesiology.
4,Subclass (Field),RDF3030302,RDF30303,Physical therapy,This subclass comprises research and experimental development in physical therapy.
4,Subclass (Field),RDF3030303,RDF30303,Occupational therapy,This subclass comprises research and experimental development in occupational therapy.
4,Subclass (Field),RDF3030304,RDF30303,Speech pathology,This subclass comprises research and experimental development in speech pathology.
4,Subclass (Field),RDF3030305,RDF30303,Mental health rehabilitation,This subclass comprises research and experimental development in mental health rehabilitation.
4,Subclass (Field),RDF3030306,RDF30303,Addiction rehabilitation,This subclass comprises research and experimental development in addiction rehabilitation.
4,Subclass (Field),RDF3030307,RDF30303,Sports medicine,This subclass comprises research and experimental development in sports medicine.
4,Subclass (Field),RDF3030308,RDF30303,Audiology,This subclass comprises research and experimental development in audiology.
4,Subclass (Field),RDF3030399,RDF30303,"Rehabilitation medicine, n.e.c.","This subclass comprises research and experimental development in rehabilitation medicine, n.e.c."
3,Class,RDF30304,RDF303,Health services and systems,This class comprises research and experimental development in health services and systems.
4,Subclass (Field),RDF3030401,RDF30304,Health and community services,This subclass comprises research and experimental development in health and community services.
4,Subclass (Field),RDF3030402,RDF30304,Health care administration,This subclass comprises research and experimental development in health care administration.
4,Subclass (Field),RDF3030403,RDF30304,Health information systems (including surveillance),This subclass comprises research and experimental development in health information systems (including surveillance).
4,Subclass (Field),RDF3030404,RDF30304,Health counselling,This subclass comprises research and experimental development in health counselling.
4,Subclass (Field),RDF3030405,RDF30304,Community child health,This subclass comprises research and experimental development in community child health.
4,Subclass (Field),RDF3030406,RDF30304,Health care effectiveness and outcomes,This subclass comprises research and experimental development in health care effectiveness and outcomes.
4,Subclass (Field),RDF3030407,RDF30304,Health care safety and quality improvement,This subclass comprises research and experimental development in health care safety and quality improvement.
4,Subclass (Field),RDF3030408,RDF30304,Knowledge translation and implementation science in health,This subclass comprises research and experimental development in knowledge translation and implementation science in health.
4,Subclass (Field),RDF3030409,RDF30304,Patient and citizen engagement research,This subclass comprises research and experimental development in patient and citizen engagement research.
4,Subclass (Field),RDF3030410,RDF30304,Electronic health (e-Health),This subclass comprises research and experimental development in electronic health (e-Health).
4,Subclass (Field),RDF3030411,RDF30304,Mobile health (mHealth),This subclass comprises research and experimental development in mobile health (mHealth).
4,Subclass (Field),RDF3030499,RDF30304,"Health services and systems, n.e.c.","This subclass comprises research and experimental development in health services and systems, n.e.c."
3,Class,RDF30305,RDF303,Care,This class comprises research and experimental development in care.
4,Subclass (Field),RDF3030501,RDF30305,Family care,This subclass comprises research and experimental development in family care.
4,Subclass (Field),RDF3030502,RDF30305,Primary health care,This subclass comprises research and experimental development in primary health care.
4,Subclass (Field),RDF3030503,RDF30305,Residential client care,This subclass comprises research and experimental development in residential client care.
4,Subclass (Field),RDF3030504,RDF30305,Aged health care services (except nursing),This subclass comprises research and experimental development in aged health care services (except nursing).
4,Subclass (Field),RDF3030505,RDF30305,Services for persons with disabilities,This subclass comprises research and experimental development in services for persons with disabilities.
4,Subclass (Field),RDF3030506,RDF30305,Emergency care and critical care,This subclass comprises research and experimental development in emergency care and critical care.
4,Subclass (Field),RDF3030507,RDF30305,Personalized medicine,This subclass comprises research and experimental development in personalized medicine.
4,Subclass (Field),RDF3030508,RDF30305,Genetic medicine,This subclass comprises research and experimental development in genetic medicine.
4,Subclass (Field),RDF3030509,RDF30305,Coordinated and integrated care,This subclass comprises research and experimental development in coordinated and integrated care.
4,Subclass (Field),RDF3030510,RDF30305,Hospital and specialist care,This subclass comprises research and experimental development in hospital and specialist care.
4,Subclass (Field),RDF3030511,RDF30305,Patient-centered care,This subclass comprises research and experimental development in patient-centered care.
4,Subclass (Field),RDF3030512,RDF30305,Palliation and end-of-life care,This subclass comprises research and experimental development in palliation and end-of-life care.
4,Subclass (Field),RDF3030513,RDF30305,Maternal and newborn care,This subclass comprises research and experimental development in maternal and newborn care.
4,Subclass (Field),RDF3030514,RDF30305,"Health care access, privilege or marginalization","This subclass comprises research and experimental development in health care access, privilege or marginalization."
4,Subclass (Field),RDF3030515,RDF30305,Home health care,This subclass comprises research and experimental development in home health care.
4,Subclass (Field),RDF3030516,RDF30305,Traumatology,This subclass comprises research and experimental development in traumatology.
4,Subclass (Field),RDF3030517,RDF30305,Internal medicine,This subclass comprises research and experimental development in internal medicine.
4,Subclass (Field),RDF3030518,RDF30305,Midwifery,This subclass comprises research and experimental development in midwifery.
4,Subclass (Field),RDF3030599,RDF30305,"Care, n.e.c.","This subclass comprises research and experimental development in care, n.e.c."
3,Class,RDF30306,RDF303,Nursing,This class comprises research and experimental development in nursing.
4,Subclass (Field),RDF3030601,RDF30306,Geriatric nursing,This subclass comprises research and experimental development in geriatric nursing.
4,Subclass (Field),RDF3030602,RDF30306,"Clinical nursing, primary (preventive care)","This subclass comprises research and experimental development in clinical nursing, primary (preventive care)."
4,Subclass (Field),RDF3030603,RDF30306,"Clinical nursing, secondary (acute care)","This subclass comprises research and experimental development in clinical nursing, secondary (acute care)."
4,Subclass (Field),RDF3030604,RDF30306,"Clinical nursing, tertiary (rehabilitative care)","This subclass comprises research and experimental development in clinical nursing, tertiary (rehabilitative care)."
4,Subclass (Field),RDF3030605,RDF30306,Mental health nursing,This subclass comprises research and experimental development in mental health nursing.
4,Subclass (Field),RDF3030699,RDF30306,"Nursing, n.e.c.","This subclass comprises research and experimental development in nursing, n.e.c."
3,Class,RDF30399,RDF303,Other health sciences,This class comprises research and experimental development in other health sciences.
4,Subclass (Field),RDF3039999,RDF30399,"Other health sciences, n.e.c.","This subclass comprises research and experimental development in other health sciences, n.e.c."
2,Group,RDF304,RDF30,Medical biotechnology,This group comprises research and experimental development in medical biotechnology.
3,Class,RDF30401,RDF304,Medical biotechnology,This class comprises research and experimental development in medical biotechnology.
4,Subclass (Field),RDF3040101,RDF30401,Gene and molecular therapy,This subclass comprises research and experimental development in gene and molecular therapy.
4,Subclass (Field),RDF3040102,RDF30401,Medical biotechnology diagnostics (including biosensors),This subclass comprises research and experimental development in medical biotechnology diagnostics (including biosensors).
4,Subclass (Field),RDF3040103,RDF30401,Medical molecular engineering of nucleic acids and proteins,This subclass comprises research and experimental development in medical molecular engineering of nucleic acids and proteins.
4,Subclass (Field),RDF3040104,RDF30401,Regenerative medicine (including stem cells and tissue engineering),This subclass comprises research and experimental development in regenerative medicine (including stem cells and tissue engineering).
4,Subclass (Field),RDF3040199,RDF30401,"Medical biotechnology, n.e.c.","This subclass comprises research and experimental development in medical biotechnology, n.e.c."
2,Group,RDF305,RDF30,Other medical sciences,This group comprises research and experimental development in other medical sciences.
3,Class,RDF30599,RDF305,Other medical sciences,This class comprises research and experimental development in other medical sciences.
4,Subclass (Field),RDF3059999,RDF30599,Other medical sciences,"This subclass comprises research and experimental development in other medical sciences, n.e.c."
1,Division,RDF40,,Agricultural and veterinary sciences,"This division comprises research and experimental development in agricultural and veterinary sciences. Agricultural and veterinary sciences refer to scientific disciplines concerned with understanding, exploring or developing the natural world, in the fields of agricultural and veterinary sciences, which include agriculture, forestry and fisheries; animal and dairy sciences; veterinary sciences; agricultural and food biotechnology; and other agricultural sciences. Research consists of systematic investigation carried by means of experiment or analysis to achieve a scientific or technological advance such as acquiring new knowledge of the underlying foundation of phenomena and observable facts. Experimental development consists of new or substantially improved goods, services, systems, methods or processes."
2,Group,RDF401,RDF40,"Agriculture, forestry, and fisheries","This group comprises research and experimental development in agriculture, forestry, and fisheries."
3,Class,RDF40101,RDF401,"Agriculture, land and farm management","This class comprises research and experimental development in agriculture, land and farm management."
4,Subclass (Field),RDF4010101,RDF40101,Agricultural land management,This subclass comprises research and experimental development in agricultural land management.
4,Subclass (Field),RDF4010102,RDF40101,Agricultural land planning,This subclass comprises research and experimental development in agricultural land planning.
4,Subclass (Field),RDF4010103,RDF40101,Agricultural ecology,This subclass comprises research and experimental development in agricultural ecology.
4,Subclass (Field),RDF4010104,RDF40101,Agricultural production systems simulation,This subclass comprises research and experimental development in agricultural production systems simulation.
4,Subclass (Field),RDF4010105,RDF40101,Agricultural spatial analysis and modelling,This subclass comprises research and experimental development in agricultural spatial analysis and modelling.
4,Subclass (Field),RDF4010106,RDF40101,Agricultural production systems analysis and modelling,This subclass comprises research and experimental development in agricultural production systems analysis and modelling.
4,Subclass (Field),RDF4010107,RDF40101,"Farm management, rural management and agribusiness","This subclass comprises research and experimental development in farm management, rural management and agribusiness."
4,Subclass (Field),RDF4010108,RDF40101,Farming systems research,This subclass comprises research and experimental development in farming systems research.
4,Subclass (Field),RDF4010109,RDF40101,Indigenous food system,This subclass comprises research and experimental development in indigenous food system.
4,Subclass (Field),RDF4010110,RDF40101,Sustainable agricultural development,This subclass comprises research and experimental development in sustainable agricultural development.
4,Subclass (Field),RDF4010199,RDF40101,"Agriculture, land and farm management, n.e.c.","This subclass comprises research and experimental development in agriculture, land and farm management, n.e.c."
3,Class,RDF40102,RDF401,Crop and pasture production,This class comprises research and experimental development in crop and pasture production.
4,Subclass (Field),RDF4010201,RDF40102,Agro-ecosystem function and prediction,This subclass comprises research and experimental development in agro-ecosystem function and prediction.
4,Subclass (Field),RDF4010202,RDF40102,Agronomy,This subclass comprises research and experimental development in agronomy.
4,Subclass (Field),RDF4010203,RDF40102,Crop and pasture biochemistry and physiology,This subclass comprises research and experimental development in crop and pasture biochemistry and physiology.
4,Subclass (Field),RDF4010204,RDF40102,Crop and pasture biomass and bioproducts,This subclass comprises research and experimental development in crop and pasture biomass and bioproducts.
4,Subclass (Field),RDF4010205,RDF40102,Crop and pasture improvement (selection and breeding),This subclass comprises research and experimental development in crop and pasture improvement (selection and breeding).
4,Subclass (Field),RDF4010206,RDF40102,Crop and pasture nutrition,This subclass comprises research and experimental development in crop and pasture nutrition.
4,Subclass (Field),RDF4010207,RDF40102,Crop and pasture post harvest technologies (including transportation and storage),This subclass comprises research and experimental development in crop and pasture post harvest technologies (including transportation and storage).
4,Subclass (Field),RDF4010208,RDF40102,"Crop and pasture protection (pests, diseases and weeds)","This subclass comprises research and experimental development in crop and pasture protection (pests, diseases and weeds)."
4,Subclass (Field),RDF4010299,RDF40102,"Crop and pasture production, n.e.c.","This subclass comprises research and experimental development in crop and pasture production, n.e.c."
3,Class,RDF40103,RDF401,Horticultural production,This class comprises research and experimental development in horticultural production.
4,Subclass (Field),RDF4010301,RDF40103,Horticultural crop growth and development,This subclass comprises research and experimental development in horticultural crop growth and development.
4,Subclass (Field),RDF4010302,RDF40103,Horticultural crop improvement (selection and breeding),This subclass comprises research and experimental development in horticultural crop improvement (selection and breeding).
4,Subclass (Field),RDF4010303,RDF40103,"Horticultural crop protection (pests, diseases and weeds)","This subclass comprises research and experimental development in horticultural crop protection (pests, diseases and weeds)."
4,Subclass (Field),RDF4010304,RDF40103,Enology and viticulture,This subclass comprises research and experimental development in enology and viticulture.
4,Subclass (Field),RDF4010305,RDF40103,Post harvest horticultural technologies (including transportation and storage),This subclass comprises research and experimental development in post harvest horticultural technologies (including transportation and storage).
4,Subclass (Field),RDF4010399,RDF40103,"Horticultural production, n.e.c.","This subclass comprises research and experimental development in horticultural production, n.e.c."
3,Class,RDF40104,RDF401,Forestry sciences,This class comprises research and experimental development in forestry sciences.
4,Subclass (Field),RDF4010401,RDF40104,Agroforestry,This subclass comprises research and experimental development in agroforestry.
4,Subclass (Field),RDF4010402,RDF40104,Forestry biomass and bioproducts,This subclass comprises research and experimental development in forestry biomass and bioproducts.
4,Subclass (Field),RDF4010403,RDF40104,Forestry fire management,This subclass comprises research and experimental development in forestry fire management.
4,Subclass (Field),RDF4010404,RDF40104,Forestry management and environment,This subclass comprises research and experimental development in forestry management and environment.
4,Subclass (Field),RDF4010405,RDF40104,Forest ecology,This subclass comprises research and experimental development in forest ecology.
4,Subclass (Field),RDF4010406,RDF40104,"Forestry pests, health and diseases","This subclass comprises research and experimental development in forestry pests, health and diseases."
4,Subclass (Field),RDF4010407,RDF40104,Forestry product quality assessment,This subclass comprises research and experimental development in forestry product quality assessment.
4,Subclass (Field),RDF4010408,RDF40104,Tree improvement (selection and breeding),This subclass comprises research and experimental development in tree improvement (selection and breeding).
4,Subclass (Field),RDF4010409,RDF40104,Tree nutrition and physiology,This subclass comprises research and experimental development in tree nutrition and physiology.
4,Subclass (Field),RDF4010410,RDF40104,Wood and wood fibre processing,This subclass comprises research and experimental development in wood and wood fibre processing.
4,Subclass (Field),RDF4010411,RDF40104,Forest dynamics (including stand dynamics),This subclass comprises research and experimental development in forest dynamics (including stand dynamics).
4,Subclass (Field),RDF4010412,RDF40104,Forest operations,This subclass comprises research and experimental development in forest operations.
4,Subclass (Field),RDF4010413,RDF40104,Forest engineering,This subclass comprises research and experimental development in forest engineering.
4,Subclass (Field),RDF4010414,RDF40104,Quantitative methods in forestry,This subclass comprises research and experimental development in quantitative methods in forestry.
4,Subclass (Field),RDF4010499,RDF40104,"Forestry sciences, n.e.c.","This subclass comprises research and experimental development in forestry sciences, n.e.c."
3,Class,RDF40105,RDF401,Fisheries sciences,This class comprises research and experimental development in fisheries sciences.
4,Subclass (Field),RDF4010501,RDF40105,Aquaculture,This subclass comprises research and experimental development in aquaculture.
4,Subclass (Field),RDF4010502,RDF40105,Aquatic ecosystem studies and stock assessment,This subclass comprises research and experimental development in aquatic ecosystem studies and stock assessment.
4,Subclass (Field),RDF4010503,RDF40105,Fisheries management,This subclass comprises research and experimental development in fisheries management.
4,Subclass (Field),RDF4010504,RDF40105,Fish pests and diseases,This subclass comprises research and experimental development in fish pests and diseases.
4,Subclass (Field),RDF4010505,RDF40105,Fish physiology and genetics,This subclass comprises research and experimental development in fish physiology and genetics.
