doi,WG1,WG2,WG3,year,type,source_title,issn,publisher_name,publisher_crossref_member,countries,countries_corr,publisher_oa,other_platform_oa,publisher_license,repository_license
10.5194/HESS-15-2599-2011,TRUE,FALSE,FALSE,2011,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,IT,,oa_journal_doaj,submitted,cc_by,
10.5194/HESS-23-3247-2019,FALSE,TRUE,FALSE,2019,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"GB,IE",,oa_journal_doaj,submitted,cc_by,
10.5194/HESS-23-3081-2019,TRUE,FALSE,FALSE,2019,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"MY,PK,CN",MY,oa_journal_doaj,submitted,cc_by,
10.5194/HESS-20-3947-2016,TRUE,TRUE,FALSE,2016,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,AU,AU,oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-20-2169-2016,TRUE,FALSE,FALSE,2016,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"CN,BE","CN,BE",oa_journal_doaj,submitted,cc_by,
10.5194/HESS-20-3651-2016,TRUE,FALSE,FALSE,2016,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,FR,FR,oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-14-2367-2010,TRUE,FALSE,FALSE,2010,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"DE,NO,GB,NL,FR,SK,ES",,oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-18-2577-2014,TRUE,FALSE,FALSE,2014,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"ES,BR,CH",,oa_journal_doaj,submitted,cc_by,
10.5194/HESS-18-1575-2014,TRUE,FALSE,FALSE,2014,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,AU,AU,oa_journal_doaj,submitted,cc_by,
10.5194/HESS-20-2403-2016,TRUE,FALSE,FALSE,2016,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,AU,AU,oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-20-953-2016,FALSE,TRUE,FALSE,2016,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"FR,GB,DE","FR,GB,DE",oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-22-1017-2018,TRUE,TRUE,FALSE,2018,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"DE,CZ,NL,US,GB","DE,CZ,NL,US,GB",oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/HESS-19-1247-2015,FALSE,TRUE,FALSE,2015,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"FI,PL",,oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-22-4699-2018,FALSE,TRUE,FALSE,2018,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"BR,US,DE","BR,US,DE",oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-21-323-2017,TRUE,FALSE,FALSE,2017,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,SA,SA,oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-19-33-2015,TRUE,FALSE,FALSE,2015,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,CA,CA,oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-18-85-2014,TRUE,TRUE,FALSE,2014,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"IT,DE",,oa_journal_doaj,submitted,cc_by,
10.5194/HESS-16-1915-2012,TRUE,FALSE,FALSE,2012,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,NL,,oa_journal_doaj,submitted,cc_by,
10.5194/HESS-19-1521-2015,FALSE,TRUE,FALSE,2015,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"DE,FI,CA,US","DE,FI,CA,US",oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-23-2863-2019,TRUE,FALSE,FALSE,2019,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,AT,AT,oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-19-4673-2015,TRUE,FALSE,FALSE,2015,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"NL,NP,US",,oa_journal_doaj,submitted,cc_by,
10.5194/HESS-19-823-2015,FALSE,TRUE,FALSE,2015,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,NL,NL,oa_journal_doaj,submitted,cc_by,
10.5194/HESS-22-3275-2018,FALSE,TRUE,FALSE,2018,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"BE,DE,NL,FR","BE,DE,NL,FR",oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/HESS-20-2483-2016,TRUE,FALSE,FALSE,2016,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,GB,GB,oa_journal_doaj,accepted/published,cc_by,
10.5194/HESS-21-5143-2017,TRUE,FALSE,FALSE,2017,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"AU,JP,TH","AU,JP,TH",oa_journal_doaj,submitted,cc_by,
10.5194/HESS-24-451-2020,TRUE,FALSE,FALSE,2020,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"CN,US","CN,US",oa_journal_doaj,submitted,cc_by,
10.5194/HESS-23-669-2019,FALSE,TRUE,FALSE,2019,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"IT,NL,DE","IT,NL,DE",oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-21-4131-2017,TRUE,TRUE,FALSE,2017,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,DK,,oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-22-5629-2018,FALSE,TRUE,FALSE,2018,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"SE,DE,NL,DK,AT,GB,IT,NO,ES,CH",,oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/HESS-22-265-2018,TRUE,FALSE,FALSE,2018,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,FR,FR,oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-22-2041-2018,TRUE,FALSE,FALSE,2018,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,AU,AU,oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-25-787-2021,FALSE,TRUE,FALSE,2021,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"DE,AT,GB,GR,JP,US,BE,CH,NL","DE,AT,GB,GR,JP,US,BE,CH,NL",oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/HESS-21-4403-2017,FALSE,TRUE,FALSE,2017,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,US,US,oa_journal_doaj,submitted,cc_by,
10.5194/HESS-23-4561-2019,FALSE,TRUE,FALSE,2019,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"DE,US","DE,US",oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-17-1189-2013,TRUE,FALSE,FALSE,2013,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"DE,CA",,oa_journal_doaj,submitted,cc_by,
10.5194/HESS-11-1783-2007,FALSE,FALSE,TRUE,2007,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,IT,IT,oa_journal_doaj,submitted,cc_other,cc_other
10.5194/HESS-21-5863-2017,TRUE,TRUE,TRUE,2017,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,US,US,oa_journal_doaj,submitted,cc_by,
10.5194/HESS-16-3739-2012,FALSE,TRUE,FALSE,2012,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,IT,IT,oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-21-4591-2017,FALSE,TRUE,FALSE,2017,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,FR,FR,oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-22-6399-2018,TRUE,FALSE,FALSE,2018,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,AU,AU,oa_journal_doaj,submitted,cc_by,
10.5194/HESS-22-3175-2018,TRUE,FALSE,FALSE,2018,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,FR,FR,oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-14-1259-2010,FALSE,TRUE,FALSE,2010,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,NL,,oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-19-4707-2015,TRUE,TRUE,FALSE,2015,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"BF,FR",,oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-22-5935-2018,TRUE,FALSE,FALSE,2018,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"ES,NL","ES,NL",oa_journal_doaj,submitted,cc_by,
10.5194/HESS-21-6307-2017,TRUE,TRUE,FALSE,2017,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,CL,CL,oa_journal_doaj,submitted,cc_by,
10.5194/HESS-17-421-2013,FALSE,TRUE,FALSE,2013,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,DK,,oa_journal_doaj,submitted,cc_by,
10.5194/HESS-21-3001-2017,FALSE,TRUE,FALSE,2017,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"AT,NO,FR,DE,GB,CZ,NL,RO,SK,BE,NZ,ES,PL","AT,NO,FR,DE,GB,CZ,NL,RO,SK,BE,NZ,ES,PL",oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-19-2247-2015,FALSE,TRUE,FALSE,2015,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,IT,IT,oa_journal_doaj,submitted,cc_by,
10.5194/HESS-11-1633-2007,TRUE,TRUE,FALSE,2007,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,AU,,oa_journal_doaj,submitted,cc_other,
10.5194/HESS-22-2527-2018,TRUE,FALSE,FALSE,2018,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,US,,oa_journal_doaj,submitted,cc_by,
10.5194/HESS-18-4543-2014,TRUE,FALSE,FALSE,2014,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,CH,CH,oa_journal_doaj,submitted,cc_by,
10.5194/HESS-22-3053-2018,FALSE,TRUE,FALSE,2018,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,ES,ES,oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/HESS-23-2015-2019,FALSE,TRUE,FALSE,2019,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,CA,CA,oa_journal_doaj,submitted,cc_by,
10.5194/HESS-17-3707-2013,TRUE,FALSE,FALSE,2013,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"CH,FR,US,NL,DE,GB,SA,CN,AU",,oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/HESS-22-4867-2018,TRUE,FALSE,FALSE,2018,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"AT,GB","AT,GB",oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-23-191-2019,TRUE,FALSE,FALSE,2019,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,NL,,oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-21-1973-2017,TRUE,FALSE,FALSE,2017,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"US,NO","US,NO",oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-23-4419-2019,TRUE,TRUE,FALSE,2019,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,FR,FR,oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-21-1455-2017,FALSE,TRUE,FALSE,2017,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"FR,CL,BR,NL,BE,GB,DE,CO,CN","FR,CL,BR,NL,BE,GB,DE,CO,CN",oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/HESS-21-2203-2017,TRUE,FALSE,FALSE,2017,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,US,US,oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-23-4471-2019,FALSE,TRUE,FALSE,2019,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"CH,BE",CH,oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/HESS-18-2803-2014,FALSE,TRUE,FALSE,2014,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,CN,,oa_journal_doaj,submitted,cc_by,
10.5194/HESS-16-849-2012,FALSE,TRUE,FALSE,2012,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,CA,,oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-25-2027-2021,FALSE,TRUE,FALSE,2021,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,DE,DE,oa_journal_doaj,submitted,cc_by,
10.5194/HESS-19-2163-2015,TRUE,FALSE,FALSE,2015,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,CH,,oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/HESS-15-1065-2011,TRUE,FALSE,FALSE,2011,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"DE,IT",,oa_journal_doaj,submitted,cc_by,
10.5194/HESS-18-1305-2014,TRUE,TRUE,FALSE,2014,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,DE,,oa_journal_doaj,submitted,cc_by,other
10.5194/HESS-23-557-2019,FALSE,TRUE,FALSE,2019,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"JP,LB,US,KR","JP,LB,US,KR",oa_journal_doaj,submitted,cc_by,
10.5194/HESS-23-1393-2019,TRUE,FALSE,FALSE,2019,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,GB,GB,oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/HESS-23-1931-2019,TRUE,FALSE,FALSE,2019,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,US,US,oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/HESS-23-773-2019,TRUE,FALSE,FALSE,2019,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,FR,FR,oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-21-779-2017,TRUE,TRUE,TRUE,2017,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,NL,,oa_journal_doaj,submitted,cc_by,
10.5194/HESS-16-3391-2012,TRUE,FALSE,FALSE,2012,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,DE,,oa_journal_doaj,submitted,cc_by,
10.5194/HESS-18-2735-2014,TRUE,TRUE,FALSE,2014,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"AT,SE,IT,CZ,GB,LT,DE,PL,FR,ES,CH,SK","AT,SE,FR,ES,DE,CH,IT,SK",oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/HESS-20-4237-2016,TRUE,FALSE,FALSE,2016,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"LU,DK,US,BR,NL","LU,DK,US,BR,NL",oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/HESS-22-4455-2018,FALSE,TRUE,FALSE,2018,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"CA,GB","CA,GB",oa_journal_doaj,submitted,cc_by,
10.5194/HESS-17-395-2013,TRUE,FALSE,FALSE,2013,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,CH,,oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/HESS-19-389-2015,TRUE,FALSE,FALSE,2015,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"GB,FR","GB,FR",oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/HESS-17-379-2013,FALSE,TRUE,FALSE,2013,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"VN,NL",,oa_journal_doaj,submitted,cc_by,
10.5194/HESS-17-565-2013,TRUE,FALSE,FALSE,2013,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"CA,DE",,oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-21-2701-2017,TRUE,FALSE,FALSE,2017,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"AT,NO,GB,FR","AT,NO,GB,FR",oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-23-1409-2019,TRUE,FALSE,FALSE,2019,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"NL,GB,US,BD","NL,GB,US,BD",oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-18-5041-2014,FALSE,TRUE,FALSE,2014,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"NL,DE,SE,AT",,oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/HESS-22-1119-2018,FALSE,TRUE,FALSE,2018,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,DE,DE,oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-19-1827-2015,TRUE,FALSE,FALSE,2015,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"DK,DE,NO,BE,CZ,LT,GR,PL,TR",,oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/HESS-20-2877-2016,FALSE,TRUE,FALSE,2016,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"DE,JP",,oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-23-1751-2019,TRUE,TRUE,FALSE,2019,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"GB,TZ,ZA","GB,TZ,ZA",oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/HESS-19-1677-2015,FALSE,TRUE,FALSE,2015,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"ES,CH,CL","ES,CH,CL",oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/HESS-21-2923-2017,TRUE,TRUE,FALSE,2017,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,FR,FR,oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-16-967-2012,TRUE,FALSE,FALSE,2012,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,AU,,oa_journal_doaj,submitted,cc_by,
10.5194/HESS-22-3933-2018,TRUE,FALSE,FALSE,2018,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"GB,CH","GB,CH",oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/HESS-22-1285-2018,FALSE,FALSE,TRUE,2018,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,FR,FR,oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-8-861-2004,FALSE,TRUE,FALSE,2004,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,GB,,oa_journal_doaj,submitted,cc_other,
10.5194/HESS-24-2817-2020,TRUE,FALSE,FALSE,2020,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"CH,FR","CH,FR",oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-17-1331-2013,TRUE,FALSE,FALSE,2013,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,AU,AU,oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-23-657-2019,FALSE,TRUE,FALSE,2019,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"BO,SE,GB,FR,PE",PE,oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-19-567-2015,FALSE,TRUE,FALSE,2015,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"IL,US",,oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/HESS-17-2449-2013,TRUE,FALSE,FALSE,2013,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,IT,IT,oa_journal_doaj,submitted,cc_by,
10.5194/HESS-20-1355-2016,FALSE,TRUE,FALSE,2016,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"DZ,FR,VN","DZ,FR,VN",oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-23-35-2019,FALSE,TRUE,FALSE,2019,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,US,US,oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-22-5097-2018,TRUE,FALSE,FALSE,2018,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,NO,NO,oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-18-631-2014,FALSE,TRUE,FALSE,2014,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"BE,EC,DE",,oa_journal_doaj,accepted/published,cc_by,cc_other
10.5194/HESS-20-3549-2016,FALSE,TRUE,FALSE,2016,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"NL,US,GB,UG,ZA,DE","NL,US,GB,UG,ZA,DE",oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/HESS-18-915-2014,TRUE,FALSE,FALSE,2014,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,US,,oa_journal_doaj,submitted,cc_by,
10.5194/HESS-23-3631-2019,TRUE,FALSE,FALSE,2019,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"NL,DE,LU,CA","NL,LU,CA",oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/HESS-20-3455-2016,FALSE,TRUE,FALSE,2016,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"US,GB","US,GB",oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-18-691-2014,TRUE,FALSE,FALSE,2014,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,FR,,oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-24-5125-2020,TRUE,FALSE,FALSE,2020,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"DE,RO,US","DE,RO,US",oa_journal_doaj,submitted,cc_by,
10.5194/HESS-22-1051-2018,TRUE,FALSE,FALSE,2018,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"DE,GB","DE,GB",oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/HESS-21-6201-2017,TRUE,FALSE,FALSE,2017,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"US,IT,AU,GB","US,IT,AU,GB",oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-19-3073-2015,FALSE,TRUE,FALSE,2015,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"DE,AU,KE,FI","DE,AU,KE,FI",oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/HESS-23-1533-2019,TRUE,TRUE,FALSE,2019,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"DE,BE,CH","DE,BE,CH",oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/HESS-25-121-2021,TRUE,FALSE,FALSE,2021,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"DE,GB,US",,oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-22-655-2018,TRUE,FALSE,FALSE,2018,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,FR,FR,oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-23-4955-2019,FALSE,TRUE,FALSE,2019,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"BR,US","BR,US",oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/HESS-22-3087-2018,TRUE,FALSE,FALSE,2018,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,CN,CN,oa_journal_doaj,submitted,cc_by,
10.5194/HESS-18-447-2014,FALSE,FALSE,TRUE,2014,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"FI,DE",,oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-21-897-2017,TRUE,TRUE,FALSE,2017,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"US,NL",,oa_journal_doaj,submitted,cc_by,
10.5194/HESS-23-851-2019,FALSE,TRUE,FALSE,2019,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"AU,US","AU,US",oa_journal_doaj,submitted,cc_by,
10.5194/HESS-20-3631-2016,TRUE,FALSE,FALSE,2016,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"GB,DE,SE,US,CA,AU,NO,NL,BE",,oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/HESS-24-1543-2020,FALSE,TRUE,TRUE,2020,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"AU,US,VN,CN,DE,CH,JP,FR,GB,AT","AU,US,VN,CN,DE,CH,JP,FR,GB,AT",oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/HESS-21-1895-2017,FALSE,TRUE,FALSE,2017,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"DE,CN","DE,CN",oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-18-2033-2014,FALSE,TRUE,FALSE,2014,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,CA,,oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-17-1765-2013,TRUE,TRUE,FALSE,2013,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,CH,CH,oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/HESS-21-1693-2017,TRUE,FALSE,FALSE,2017,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"DE,AT,FR,GB","DE,AT,FR,GB",oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-17-2967-2013,TRUE,TRUE,FALSE,2013,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,FR,,oa_journal_doaj,submitted,cc_by,cc_by
