"Please go to the Journal URL, find out when the journal started publishing under an OA model, and add the date in column H.",,,,,,,,,
Journal title,Journal URL,eISSN,URL in DOAJ,pISSN,Publisher,Country,OA Start,Man. Ed,
Operational Research in Engineering Sciences: Theory and Applications,https://oresta.rabek.org/index.php/oresta,2620-1747,https://doaj.org/toc/a6ff513a658a4e868b14aa0879147dd1,2620-1607,"Regional Association for Security and crisis management, Belgrade, Serbia",Serbia,2018,Iemima,
Pravo,https://casopis.pravni-fakultet.edu.rs/index.php/ltp/index,2683-5711,https://doaj.org/toc/3904d34e27994decb41fe6447a529eac,0352-3713,University Business Academy in Novi Sad Faculty of Law for Commerce and Judiciary,Serbia,2020,Iemima,
Turizam,http://www.dgt.uns.ac.rs/en/homepage/turizam/,1821-1127,https://doaj.org/toc/f3ad6e9e7fd64fd099f850fdcded97bd,1450-6661,University of Novi Sad,Serbia,2018,Iemima,
Bulletin of Natural Sciences Research,https://scindeks.ceon.rs/journalDetails.aspx?issn=2738-0971&lang=en,2738-1013,https://doaj.org/toc/da44576197e14913b2f9541ae898602b,,"University of Priština - Faculty of Natural Sciences and Mathematics, Kosovska Mitrovica",Serbia,2020,Iemima,
Science and Education,http://openscience.uz/,2181-0842,https://doaj.org/toc/e8ccdfc418fe4c8c9f40b91bc8452168,,Open Science LLC,Uzbekistan,2020,Iemima,
Central Asian Journal of Water Research,https://water-ca.org/,2522-9060,https://doaj.org/toc/1f88868d740e48f9bd206703c1011dc6,,Kazakh German University,Kazakhstan,2015,Iemima,
Maniculae,https://maniculae.de/,2702-9344,https://doaj.org/toc/a6ddbf8c568c458b85d342cc2bcb7314,,Arbeitsgemeinschaft Handschriftencensus,Germany,2020,Ilaria,
Zeitschrift für Didaktik der Biologie - Biologie Lehren und Lernen,https://zdb.uni-bielefeld.de/index.php/zdb/index,2627-7255,https://doaj.org/toc/acbb7fd59aec421aab7325fe4cd210bf,,Bielefeld University,Germany,2011,Ilaria,
BRaS Blog,https://bras-center.com/blog/,2701-4924,https://doaj.org/toc/69db0b25e941433eb9b2029885020207,,Brazilian Research and Studies Blog,Germany,2020,Ilaria,
Journal of Print and Media Technology Research,https://jpmtr.org/index.php/journal,2414-6250,https://doaj.org/toc/859d3f8ca69a48fa9f9b6e48189ec6f7,2223-8905,"IARIGAI - The International Association of Research Organizations for the Information, Media and Graphic Arts Industries",Germany,2020,Ilaria,
RIDE,https://ride.i-d-e.de,2363-4952,https://doaj.org/toc/5b07452b7fca48b3be95a7f10c81506b,,Institut für Dokumentologie und Editorik e. V.,Germany,2014,Ilaria,
International Journal of Social Science Research and Review,https://ijssrr.com/journal,2700-2497,https://doaj.org/toc/3d235482271d449097751778d277c3ef,,International Journal of Social Science Research and Review,Germany,2018,Ilaria,
International Journal of Language & Law,https://www.languageandlaw.eu,2194-7414,https://doaj.org/toc/3fe6bceb14e345c1a04c9ea688096062,,International Language and Law Association,Germany,2012,Ilaria,
Asian-European Music Research Journal,https://www.logos-verlag.de/AEMR/,2625-378X,https://doaj.org/toc/389dfb483cd74a3d94ca8c532238972f,2701-2689,Logos Verlag Berlin,Germany,2018,Ilaria,
Algebraic Combinatorics,https://alco.centre-mersenne.org/,2589-5486,https://doaj.org/toc/9d17f57fe56347c1b2d4a2a8c1608407,,MathOA,Germany,2018,Ilaria,
Verfassungsblog,https://verfassungsblog.de/,2366-7044,https://doaj.org/toc/da27ee770c4b4ce8af5e5fa32d306eab,,Max Steinbeis Verfassungsblog GmbH,Germany,2011,Ilaria,
Philosophy and the Mind Sciences,https://philosophymindscience.org/index.php/phimisci/index,2699-0369,https://doaj.org/toc/6b1a84d4e23e4c28a658ec3dca8d93a9,,MIND Group,Germany,2020,Ilaria,
TATuP – Zeitschrift für Technikfolgenabschätzung in Theorie und Praxis,https://tatup.de,2567-8833,https://doaj.org/toc/76e19220c85f48b29449506940b4f54c,2568-020X,oekom verlag GmbH,Germany,2017,Ilaria,
Berliner und Münchener Tierärztliche Wochenschrift,https://www.vetline.de/berliner-und-m%C3%BCnchener-tier%C3%A4rztliche-wochenschrift/en,1439-0299,https://doaj.org/toc/0f514bbd026f443888f31e14befc579e,,Schlütersche Fachmedien GmbH,Germany,2020,Ilaria,
Arthropod Systematics & Phylogeny,https://arthropod-systematics.arphahub.com/,1864-8312,https://doaj.org/toc/e6f514232d4948dd964903ed57c28420,,Senckenberg Gesellschaft für Naturforschung,Germany,2017,Ilaria,
Journal of Family Research,https://ubp.uni-bamberg.de/jfr/index.php/jfr,2699-2337,https://doaj.org/toc/92e1358f3b9545968bf41f3664ce58a2,,University of Bamberg Press,Germany,2005,Ilaria,
Research in Film and History,https://film-history.org,2627-5848,https://doaj.org/toc/ad7844830e63418ea0fedb82ea53e856,,University of Bremen,Germany,2018,Ilaria,
Free Neuropathology,https://www.uni-muenster.de/Ejournals/index.php/fnp/index,2699-4445,https://doaj.org/toc/9eaf74da69124e8f821727467947044b,,University of Münster / Open Journals System,Germany,2020,Ilaria,
Totalitarismus und Demokratie,https://doi.org/10.13109/tode,2196-8276,https://doaj.org/toc/e4de5823f6614ed587a409a41683cd44,1612-9008,Vandenhoeck & Ruprecht GmbH & Co. KG,Germany,2017,Ilaria,
Journal of Cardiac Critical Care TSS,https://www.thieme.com/books-main/internal-medicine/product/4174-journal-of-cardiac-critical-care,2456-9224,https://doaj.org/toc/3b16c8ad3f9141088eeb1b2a22443110,2457-0206,Thieme Medical and Scientific Publishers Pvt. Ltd.,Tom,2017,Ilaria,
Chemical Engineering Transactions,https://www.cetjournal.it/index.php/cet,2283-9216,https://doaj.org/toc/1b92ac0763f84e429ee30fc86f94aa3d,1974-9791,AIDIC Servizi S.r.l.,Italy,2009,Ilaria,
Alpine and Mediterranean Quaternary,http://amq.aiqua.it/index.php,2279-7335,https://doaj.org/toc/6df19e6df079490fbf1ebf66fa183fd9,2279-7327,AIQUA-Italian Association for Quaternary Research,Italy,2008,Ilaria,
Giornale di Storia,https://www.giornaledistoria.net/,2036-4938,https://doaj.org/toc/23778b11373044349740527d79e02bf2,,Associazione Giornale di Storia Aps,Italy,2009,Ilaria,
ArchAlp,https://archalp.it/,2039-1730,https://doaj.org/toc/a9494786e5f440d791e081da841bad05,2611-8653,Bononia University Press,Italy,2018,Ilaria,
Avocetta,https://www.avocetta.org/,2420-9589,https://doaj.org/toc/6c61fa6030a64343ac8453ea49bf51e4,0404-4266,Centro Italiano Studi Ornitologici,Italy,2017,Ilaria,
Valori e Valutazioni,https://siev.org/valori-e-valutazioni-rivista-scientifica-siev/,,https://doaj.org/toc/3c5119dce919484285416af93b7d9729,2036-2404,DEI Tipografia del Genio Civile,Italy,2017,Ilaria,
Iperstoria,https://iperstoria.it/,2281-4582,https://doaj.org/toc/bb37f895638f49c09daa33f48c317af0,,Department of Foreign Languages and Literatures at the University of Verona,Italy,2013,Ilaria,
Journal of Cancer Rehabilitation,https://www.edisciences.org/journal-of-cancer-rehabilitation,2704-6494,https://doaj.org/toc/f14ac9a76da946b7b0fa598ee685386e,,Edisciences,Italy,2021,Ilaria,
Lexis,https://edizionicafoscari.unive.it/en/edizioni4/riviste/lexis-journal/,2724-1564,https://doaj.org/toc/2ce8154e475c453eb34718f0522d467b,2210-8823,Edizioni Ca’ Foscari,Italy,2020,Ilaria,
JOLMA,https://edizionicafoscari.unive.it/en/edizioni4/riviste/the-journal-for-the-philosophy-of-language-mind-an/,2723-9640,https://doaj.org/toc/b4ce185d166f431ebc6e7a950acf1227,,Edizioni Ca’ Foscari,Italy,2020,Ilaria,
Magazén,https://edizionicafoscari.unive.it/en/edizioni4/riviste/magazen/,2724-3923,https://doaj.org/toc/38d44f3d15ac40a187ce73ed7b9fd142,,Edizioni Ca’ Foscari,Italy,2020,Ilaria,
Storia delle Donne,https://oaj.fupress.net/index.php/sdd/index,1826-7505,https://doaj.org/toc/fd3fe90d7a29488093c58d4808e8b6dd,1826-7513,Firenze University Press,Italy,2005,Ilaria,
Cambio,https://oaj.fupress.net/index.php/cambio/index,2239-1118,https://doaj.org/toc/d7244b8a49484290a8eb49b37206c7da,,Firenze University Press,Italy,2011,Ilaria,
Asia Anteriore Antica,https://riviste.fupress.net/index.php/asiana/index,2611-8912,https://doaj.org/toc/ca33c675d7fd4c9e94c56b8d5533c591,,Firenze University Press,Italy,2019,Ilaria,
QOE-IJES,https://oaj.fupress.net/index.php/qoe/index,2724-4679,https://doaj.org/toc/da4d36f6cd6b47b880f3023c2421aa54,,Firenze University Press,Italy,2009,Ilaria,
Cultura e Scienza del Colore,https://jcolore.gruppodelcolore.it/ojs/index.php/CCSJ,2384-9568,https://doaj.org/toc/39c545bd00464efe81aefbb756547366,,Gruppo del Colore - Associazione Italiana Colore,Italy,2014,Ilaria,
Nuova Antologia Militare,https://www.tabedizioni.it/shop/books/series/nuova-antologia-militare-16?order=ordering+desc&section=riviste,2704-9795,https://doaj.org/toc/441233b46e9542e19fd3312f836d076a,,Gruppo editoriale Tab S.r.l.,Italy,2020,Ilaria,
IUL Research,https://iulresearch.iuline.it/,2723-9586,https://doaj.org/toc/990c5674346c4c4fb7f18dd0eb7d34ff,,IUL - Università Telematica degli Studi,Italy,2020,Ilaria,
UnaKοινῇ,http://unakoine.it/index.php/unaK,2724-4261,https://doaj.org/toc/71d64559630d48cbb3f1d96f7a6835ca,,MIM Edizioni Srl,Italy,2020,Ilaria,
Journal of Theatre Anthropology,https://jta.ista-online.org/index,2724-623X,https://doaj.org/toc/2fcd5ff306b34322b5249883a237ba6a,,Mimesis Edizioni,Italy,2021,Ilaria,
Symphonya,http://symphonya.unicusano.it/,1593-0319,https://doaj.org/toc/05dd9c774c2d49619982dbd0e4a4c474,1593-0300,Niccolò Cusano University-Rome,Italy,2003,Ilaria,
OBOE,http://www.oboejournal.com/index.php/oboe,2724-086X,https://doaj.org/toc/d24a30f2726b475da40bf030f428140e,,OBOE On Biennials and Other Exhibitions Associazione Culturale,Italy,2020,Ilaria,
Journal of Ethics and Legal Technologies,https://jelt.padovauniversitypress.it/,2612-4920,https://doaj.org/toc/30f83239ef7e43ee8b0a863ba0c3a743,,Padova University Press,Italy,2019,Ilaria,
Ricerca Psicoanalitica,https://pagepress.org/socialsciences/rp/,2037-7851,https://doaj.org/toc/816abbe9edbd4d318f07177eb637aea8,1827-4625,PAGEPress Publications,Italy,2010,Ilaria,
Ardeth,https://journals.openedition.org/ardeth,2611-934X,https://doaj.org/toc/58ccd1a977d64614a392d1f3475bb9e3,2532-6457,Rosenberg & Sellier,Italy,2017,Ilaria,
Vicino Oriente,http://www.journal-vo.it/index.php,2532-5159,https://doaj.org/toc/fbabf7b80ffa4417a3f8099cb6636b3e,2724-587X,Sapienza Università di Roma,Italy,2007,Ilaria,
Funes,http://www.serena.unina.it/index.php/funes/index,2532-6732,https://doaj.org/toc/09b470e86368472eabbb7556f8cf92b6,,SHARE Press,Italy,2017,Ilaria,
Eracle,http://www.serena.unina.it/index.php/eracle,2611-6693,https://doaj.org/toc/d759daa4d59540e99783fe4d2588c69f,,SHARE Press,Italy,2018,Ilaria,
OS. Opificio della Storia,http://www.serena.unina.it/index.php/os/index,2724-3192,https://doaj.org/toc/704a60077c4c43b59fdb65eb4d6076b6,,SHARE Press,Italy,2020,Ilaria,
Bulletin of Regional Natural History,http://www.serena.unina.it/index.php/bornh/about,2724-4393,https://doaj.org/toc/bfa53303772d4b828876451293bc1bb2,,SHARE Press,Italy,2021,Ilaria,
Bollettino della Società Italiana di Fotogrammetria e Topografia,https://www.sifet.org/bollettino/index.php/bollettinosifet/about,,https://doaj.org/toc/f14e51be55a541d7b915d65852ab4129,1721-971X,Società Italiana di Fotogrammetria e Topografia,Italy,2013,Ilaria,
Syzetesis,https://www.syzetesis.it/rivista.html,1974-5044,https://doaj.org/toc/182904f3a45a434ca110991a8dd3b837,,Syzetesis Associazione filosofica,Italy,2014,Ilaria,
International Journal of Language and Literary Studies,https://ijlls.org/index.php/ijlls/index,2704-7156,https://doaj.org/toc/09182a8ebe6a4aae9d3fcf8d0bf581ac,2704-5528,"Tawasul International Centre for Publishing, Research and Dialogue",Italy,2019,Ilaria,this is pending investigation
Journal of African Languages and Literatures,http://www.serena.unina.it/index.php/jalalit/index,2723-9764,https://doaj.org/toc/3de7c42cc18848608f08429ded4ab228,,UniorPress,Italy,2020,Ilaria,
Italian Political Science,http://italianpoliticalscience.com/index.php/ips/index,2420-8434,https://doaj.org/toc/eb2312c83c78430393b6193979cc299e,,Università degli Studi di Catania,Italy,2012,Ilaria,
Atti del Sodalizio Glottologico Milanese,https://riviste.unimi.it/index.php/asgm/,2465-0110,https://doaj.org/toc/e90f41bfb1b8491eb485fa6d09798354,1972-9901,Università degli Studi di Milano,Italy,2012,Ilaria,
Balthazar,https://riviste.unimi.it/index.php/balthazar,2724-3079,https://doaj.org/toc/b41ec50b89bc4d8cafa2fcb39e9b0b0c,,Università degli Studi di Milano,Italy,2020,Ilaria,
Milan Law Review,https://riviste.unimi.it/index.php/milanlawreview/,2724-3273,https://doaj.org/toc/7f330f0a5c324abaa39fba98c2e18ba9,,Università degli Studi di Milano,Italy,2020,Ilaria,
AOQU,https://riviste.unimi.it/index.php/aoqu/,2724-3346,https://doaj.org/toc/85d97c27c406424b8313fd5151fc75ca,,Università degli Studi di Milano,Italy,2020,Ilaria,
Rivista di Storia dell'Università di Torino,https://www.ojs.unito.it/index.php/RSUT/,2281-2164,https://doaj.org/toc/b37cc10562614faabd273aa71605cf07,,Università degli Studi di Torino,Italy,2012,Ilaria,
Philosophy Kitchen,https://www.ojs.unito.it/index.php/philosophykitchen/,2385-1945,https://doaj.org/toc/901a77fb464e4b889495c0bc20d13dc3,,Università degli Studi di Torino,Italy,2014,Ilaria,
OrizzonteCina,https://www.ojs.unito.it/index.php/orizzontecina/,2280-8035,https://doaj.org/toc/d44c93f0a8414137ab047b55d04b62f2,2612-3479,Università degli Studi di Torino,Italy,2015,Ilaria,
Fuori Luogo,http://www.serena.unina.it/index.php/fuoriluogo/index,2723-9608,https://doaj.org/toc/689adb9799c34659a2f19c4ab5bebf1d,2532-750X,Università di Napoli Federico II,Italy,2017,Ilaria,
Testo & Senso,https://www.testoesenso.it/,2036-2293,https://doaj.org/toc/3445107ca6224a548abc231c5c86b139,1592-646X,Università di Roma Tor Vergata,Italy,2001,Ilaria,
Griseldaonline,https://griseldaonline.unibo.it,1721-4777,https://doaj.org/toc/2366192b52d04e37a8d44022f50c3f97,,University of Bologna,Italy,2019,Ilaria,
img journal,https://img-journal.unibo.it,2724-2463,https://doaj.org/toc/9b79d6e2b8b64192bc9b7eb97843cd31,,University of Bologna,Italy,2019,Ilaria,
DNA Di Nulla Academia,https://dnacamporesi.unibo.it/,2724-5179,https://doaj.org/toc/1eb3338dcb82494b82cb7f7a70bf08ce,,University of Bologna,Italy,2020,Ilaria,
European Journal of Social Impact and Circular Economy,https://www.ojs.unito.it/index.php/ejsice,2704-9906,https://doaj.org/toc/992d559023cd4801a8880a703c3743a5,,University of Turin,Italy,2020,Ilaria,
European Review for Medical and Pharmacological Sciences,https://www.europeanreview.org,2284-0729,https://doaj.org/toc/00dd226de3404d679fc04d9889cdf336,1128-3602,Verduci Editore,Italy,2013,Ilaria,
CellR4,https://www.cellr4.org/,2329-7042,https://doaj.org/toc/1e132e557d1c48f891bdae3dff7ce243,,Verduci Editore,Italy,2013,Ilaria,
World Cancer Research Journal,https://www.wcrj.net/,2372-3416,https://doaj.org/toc/6aef7a32a173461280c749a289b8d4fd,,Verduci Editore,Italy,2014,Ilaria,
Infectious Diseases and Tropical Medicine,http://www.infectiousjournal.com,2379-4054,https://doaj.org/toc/43fdc70be2d44111bb5c48177121e01d,,Verduci Editore,Italy,2015,Ilaria,
International Journal of Medical Device and Adjuvant Treatments,http://www.ijmdat.com/,2476-0994,https://doaj.org/toc/d961a2ad0cb8418ab3ff6e7c4b579a2e,,Verduci Editore,Italy,2018,Ilaria,
Microbiota in Health and Disease,https://www.microbiotajournal.com/,2704-8845,https://doaj.org/toc/44bc52a2361d45caa5eb2ae730100a31,,Verduci Editore,Italy,2019,Ilaria,
World Complexity Science Academy Journal,https://www.wcsaglobal.org/wcsa-journal/,2724-0606,https://doaj.org/toc/c403869acad5418e80652d9777914e5f,,World Complexity Science Academy,Italy,2020,Ilaria,
Rocznik Integracji Europejskiej,http://rie.amu.edu.pl/?lang=en,,https://doaj.org/toc/5af53d383a154c4b8eb83b7b70f6453c,1899-6256,Academic Publishing House of the Faculty of Political Science and Journalism at Adam Mickiewicz University,Poland,2007,Ilaria,
Przegląd Politologiczny,http://przeglad.amu.edu.pl/,,https://doaj.org/toc/0202e7f334d0480daa78529cfd729446,1426-8876,Adam Mickiewicz University,Poland,2010,Ilaria,
Środkowoeuropejskie Studia Polityczne,http://ssp.amu.edu.pl/en/,,https://doaj.org/toc/3728d6fde81f484fba25f3346c7222d8,1731-7517,Adam Mickiewicz University,Poland,2003,Ilaria,
"Ruch Prawniczy, Ekonomiczny i Socjologiczny",http://rpeis.amu.edu.pl/en/about-the-journal,2543-9170,https://doaj.org/toc/6cd34ed49e3047e8b767bf67a644a444,0035-9629,"Adam Mickiewicz University, Poznan",Poland,2010,Ilaria,
Baltic Journal of Health and Physical Activity,http://www.balticsportscience.com,2080-9999,https://doaj.org/toc/acb08075a5f0445d89708aeeee109603,2080-1297,Akademia Wychowania Fizycznego i Sportu w Gdansku,Poland,2009,Ilaria,
Prace Komisji Geografii Komunikacji PTG,https://www.ejournals.eu/PKGKPTG/,2543-859X,https://doaj.org/toc/7983e91e226d436bad664ddf28f3e6a9,1426-5915,Bernardinum,Poland,2016,Ilaria,
Studia Ecologiae et Bioethicae,https://czasopisma.uksw.edu.pl/index.php/seb,,https://doaj.org/toc/6cc161b011d948b6a26d27d3ca496c2a,1733-1218,Cardinal Stefan Wyszynski University Press,Poland,2003,Ilaria,
Studia z Polityki Publicznej,https://econjournals.sgh.waw.pl/KSzPP,2719-7131,https://doaj.org/toc/86016b82034840cdbc5198e05fa87d32,2391-6389,"Collegium of Socio-Economics, SGH Warsaw School of Economics",Poland,2014,Ilaria,
Academic Journal of Modern Philology,https://ajmp.uni.wroc.pl/,2353-3218,https://doaj.org/toc/7f739fc23e504ea29ec749a0173cb445,2299-7164,"Committee for Philology of the Polish Academy of Sciences, Wrocław Branch",Poland,2014,Ilaria,
Educational Role of Language Journal,http://educationalroleoflanguage.org/erl-journal/,2657-9774,https://doaj.org/toc/9806725a62294b9194a2915e079a9701,,Educational Role of Language Association,Poland,2018,Ilaria,
Crossroads,https://czasopisma.filologia.uwb.edu.pl/index.php/c/index,2300-6250,https://doaj.org/toc/f29770ab2d2a45d6a6c7820a3c42547d,,"Faculty of Philology, University of Bialystok",Poland,2013,Ilaria,
Archeologia Polski,https://journals.iaepan.pl/apol/index,2719-7034,https://doaj.org/toc/adbab1054f844c0b9188d23731093f72,0003-8180,Institute of Archaeology and Ethnology Polish Academy of Sciences,Poland,2013,Ilaria,
Kwartalnik Historii Kultury Materialnej,https://journals.iaepan.pl/khkm/index,2719-6496,https://doaj.org/toc/42fa3815636c408d8b96b9b35e82b73a,0023-5881,Institute of Archaeology and Ethnology Polish Academy of Sciences,Poland,2014,Ilaria,
Archaeologia Polona,https://journals.iaepan.pl/apolona,2719-6542,https://doaj.org/toc/60608249c60648c3831f3afd4cfd81e3,0066-5924,Institute of Archaeology and Ethnology Polish Academy of Sciences,Poland,2001,Ilaria,
Ethnologia Polona,https://journals.iaepan.pl/ethp/,,https://doaj.org/toc/b282719a89c14e3db01e4b401371f747,0137-4079,Institute of Archaeology and Ethnology Polish Academy of Sciences,Poland,2008,Ilaria,
Pamiętnik Teatralny,https://www.czasopisma.ispan.pl/index.php/pt/,2658-2899,https://doaj.org/toc/da9406c714004db6827d80d153bd50d8,0031-0522,Institute of Art of the Polish Academy of Sciences,Poland,2018,Ilaria,
